nl,paraphrases,sql,tables,columns,business_intent,complexity,alternatives,label
What is the average inventory quantity on hand for each store that has been closed?,,"SELECT dummy_col, s.s_store_id, AVG(i.inv_quantity_on_hand) as avg_inventory
FROM store s
JOIN inventory i ON s.s_store_sk = i.inv_warehouse_sk
WHERE s.s_closed_date_sk IS NOT NULL
GROUP BY s.s_store_id
ORDER BY avg_inventory DESC",store;inventory,,,hard,,0
"How many customers live in each state, sorted by the number of customers in descending order?","# Paraphrases of the Original Question

1. What is the count of customers per state, ranked from highest to lowest customer count?

2. Display the total number of customers residing in each state, arranged in descending order based on customer population.

3. Provide a state-by-state breakdown of customer numbers, listing states with the most customers first and continuing in decreasing order.","SELECT ca_state, COUNT(DISTINCT c_customer_sk) AS customer_count FROM customer c JOIN customer_address ca ON c.c_current_addr_sk = ca.ca_address_sk GROUP BY ca_state ORDER BY customer_count DESC",customer;customer_address,,"To understand the geographic distribution of customers across states, which can help with regional marketing strategies, resource allocation, and identifying key markets or potential expansion opportunities.",medium,"We could also look at this data as a percentage of total customers to get relative market penetration by state;For more detailed geographic analysis, we could further break this down by county or city within each state",1
"How many customers live in each state, sorted by the number of customers in descending order?",,"SELECT dummy_col, td.t_hour, COUNT(*) as page_count FROM catalog_page cp JOIN time_dim td ON cp.cp_start_date_sk = td.t_time_sk GROUP BY td.t_hour ORDER BY page_count DESC",catalog_page;time_dim,,,hard,,0
"How many customers live in each state, sorted by the number of customers in descending order?",,"SELECT dummy_col, ca_state, COUNT(DISTINCT c_customer_sk) AS customer_count FROM customer c JOIN customer_address ca ON c.c_current_addr_sk = ca.ca_address_sk GROUP BY ca_state ORDER BY customer_count DESC",customer;customer_address,,,hard,,0
What are all the different shipping modes and their carriers?,"# Paraphrases of ""What are all the different shipping modes and their carriers?""

1. Could you provide a complete list of the various transportation methods for shipping and the companies that offer them?

2. What is the full range of shipping options available and which carriers provide each type of service?

3. Can you enumerate all the distinct ways items can be shipped and identify which delivery companies handle each method?","SELECT sm_ship_mode_id, sm_type, sm_code, sm_carrier FROM ship_mode ORDER BY sm_carrier, sm_type;",ship_mode,ship_mode.sm_carrier;ship_mode.sm_type;ship_mode.sm_ship_mode_id;ship_mode.sm_code,"To understand the complete range of shipping options available to the business and which carriers provide each option. This information can help in logistics planning, cost analysis, and ensuring appropriate shipping options are available for different customer needs.",easy,"SELECT * FROM ship_mode ORDER BY sm_carrier;;SELECT DISTINCT sm_carrier, sm_type FROM ship_mode ORDER BY sm_carrier, sm_type;",1
What are all the different shipping modes and their carriers?,,"SELECT dummy_col, w_state, AVG(w_warehouse_sq_ft) AS avg_square_footage FROM warehouse GROUP BY w_state ORDER BY w_state",warehouse,warehouse.w_state;warehouse.w_warehouse_sq_ft,,medium,,0
What are all the different shipping modes and their carriers?,,"SELECT dummy_col, sm_ship_mode_id, sm_type, sm_code, sm_carrier FROM ship_mode ORDER BY sm_carrier, sm_type;",ship_mode,ship_mode.sm_ship_mode_id;ship_mode.sm_type;ship_mode.sm_code;ship_mode.sm_carrier,,easy,,0
How many websites do we have in each state within the United States?,"# Paraphrases of the Original Question

1. What is the distribution of websites across each state in the US?

2. Could you provide a count of websites that exist in every individual state throughout the United States?

3. For each state within the USA, what are the total numbers of websites present?","SELECT ca_state, COUNT(web_site_sk) AS website_count FROM web_site JOIN customer_address ON web_site.web_site_sk = customer_address.ca_address_sk WHERE ca_country = 'United States' GROUP BY ca_state ORDER BY website_count DESC",web_site;customer_address,web_site.web_site_sk;customer_address.ca_address_sk,"To understand the geographic distribution of websites across different states within the US, which can help with regional marketing strategies, resource allocation, and identifying potential expansion opportunities or underserved regions.",medium,"We could also analyze website distribution by city or county level for more granular insights, or examine how many websites were opened or closed in each state over specific time periods using the web_rec_start_date and web_rec_end_date columns.",1
How many websites do we have in each state within the United States?,,SELECT AVG(hd_dep_count) as avg_dependents FROM household_demographics WHERE hd_buy_potential = 'High',household_demographics,household_demographics.hd_buy_potential;household_demographics.hd_dep_count,,easy,,0
How many websites do we have in each state within the United States?,,"SELECT dummy_col, ca_state, COUNT(web_site_sk) AS website_count FROM web_site JOIN customer_address ON web_site.web_site_sk = customer_address.ca_address_sk WHERE ca_country = 'United States' GROUP BY ca_state ORDER BY website_count DESC",web_site;customer_address,web_site.web_site_sk;customer_address.ca_address_sk,,hard,,0
What is the total web sales amount for products displayed on catalog pages from the clothing department?,"Here are three different paraphrases of the original question:

1. How much revenue was generated from online purchases of clothing items featured in catalog pages?

2. What is the sum of all web-based sales for products from the clothing department that were shown on catalog pages?

3. For clothing department merchandise that appeared on catalog pages, what was the aggregate amount of sales made through the website?",SELECT SUM(ws_net_paid) AS total_sales FROM web_sales ws JOIN catalog_page cp ON ws.ws_catalog_page_sk = cp.cp_catalog_page_sk WHERE cp.cp_department = 'clothing',web_sales;catalog_page,,"To measure the effectiveness of clothing department catalog pages in driving online sales, allowing business leaders to assess catalog marketing performance for this specific department.",medium,"An alternative approach could analyze conversion rates by comparing catalog page views to actual purchases, or segment the analysis by time periods to identify seasonal trends in clothing catalog effectiveness.",1
What is the total web sales amount for products displayed on catalog pages from the clothing department?,,"SELECT s_state, SUM(cs_net_paid) as total_revenue FROM catalog_sales JOIN store ON cs_bill_customer_sk = s_store_sk GROUP BY s_state ORDER BY total_revenue DESC",catalog_sales;store,,,hard,,0
What is the total web sales amount for products displayed on catalog pages from the clothing department?,,"SELECT dummy_col, SUM(ws_net_paid) AS total_sales FROM web_sales ws JOIN catalog_page cp ON ws.ws_catalog_page_sk = cp.cp_catalog_page_sk WHERE cp.cp_department = 'clothing'",web_sales;catalog_page,,,hard,,0
How many items were returned for each reason?,"# Paraphrased Versions of ""How many items were returned for each reason?""

1. What is the breakdown of returned items by reason category?

2. Could you provide the count of returns organized by each return reason?

3. For each return reason, what was the total number of items sent back?","SELECT r.r_reason_desc, COUNT(sr.sr_item_sk) AS number_of_items_returned FROM store_returns sr JOIN reason r ON sr.sr_reason_sk = r.r_reason_sk GROUP BY r.r_reason_desc ORDER BY number_of_items_returned DESC",store_returns;reason,,"To analyze the distribution of product returns by reason category, which helps identify common causes for returns and potentially address issues with products, policies, or customer expectations.",easy,We could also analyze this by return value instead of count using SUM(sr_return_amt) to understand the financial impact of each return reason.,1
How many items were returned for each reason?,,"SELECT p.p_promo_id, p.p_promo_name, p.p_channel_dmail, p.p_channel_email, p.p_channel_tv, p.p_channel_radio 
FROM promotion p 
JOIN date_dim d1 ON p.p_start_date_sk = d1.d_date_sk 
JOIN date_dim d2 ON p.p_end_date_sk = d2.d_date_sk 
WHERE (d1.d_year = 2001 AND d1.d_moy = 12) 
OR (d2.d_year = 2001 AND d2.d_moy = 12) 
OR (d1.d_year < 2001 AND d2.d_year > 2001) 
OR (d1.d_year = 2001 AND d1.d_moy < 12 AND d2.d_year = 2001 AND d2.d_moy > 12) 
OR (d1.d_year = 2001 AND d1.d_moy < 12 AND d2.d_year > 2001) 
OR (d1.d_year < 2001 AND d2.d_year = 2001 AND d2.d_moy > 12);",promotion;date_dim,,,hard,,0
How many items were returned for each reason?,,"SELECT dummy_col, r.r_reason_desc, COUNT(sr.sr_item_sk) AS number_of_items_returned FROM store_returns sr JOIN reason r ON sr.sr_reason_sk = r.r_reason_sk GROUP BY r.r_reason_desc ORDER BY number_of_items_returned DESC",store_returns;reason,,,hard,,0
How many call centers have closed before 2005?,"Here are three paraphrases of the original question:

1. What was the number of call centers that shut down prior to 2005?

2. Before the year 2005, how many call center facilities ceased operations?

3. Could you provide the count of call centers that terminated their business activities before 2005?",SELECT COUNT(*) FROM call_center JOIN date_dim ON cc_closed_date_sk = d_date_sk WHERE d_year < 2005 AND cc_closed_date_sk IS NOT NULL,date_dim;call_center,,"To understand the historical closure pattern of call centers before a specific year, which helps in analyzing operational trends, business consolidation, or restructuring that happened in the early 2000s.",medium,"We could also approach this by first identifying all closed call centers and then filtering by date, or by using a subquery to identify dates before 2005 and then joining with call centers.",1
How many call centers have closed before 2005?,,SELECT AVG(ib_lower_bound) FROM income_band,income_band,income_band.ib_lower_bound,,easy,,0
How many call centers have closed before 2005?,,"SELECT dummy_col, COUNT(*) FROM call_center JOIN date_dim ON cc_closed_date_sk = d_date_sk WHERE d_year < 2005 AND cc_closed_date_sk IS NOT NULL",date_dim;call_center,,,hard,,0
"How many customers are currently located in each state, and which state has the highest number of customers?","# Paraphrases of the Question

1. What is the current customer distribution by state, and which state holds the largest customer population?

2. Could you provide a breakdown of customer counts per state and identify the state with the maximum customer concentration?

3. How are customers presently distributed across different states, and which state leads in total customer numbers?","SELECT ca.ca_state, COUNT(c.c_customer_sk) AS customer_count FROM customer c JOIN customer_address ca ON c.c_current_addr_sk = ca.ca_address_sk GROUP BY ca.ca_state ORDER BY customer_count DESC",customer;customer_address,,"To understand the geographic distribution of customers by state, helping with regional marketing strategies, resource allocation, and identifying key market regions. This analysis supports decisions related to targeted marketing campaigns, regional expansion, and customer service resource planning.",medium,"We could use a subquery approach: SELECT ca_state, customer_count FROM (SELECT ca.ca_state, COUNT(c.c_customer_sk) AS customer_count FROM customer c JOIN customer_address ca ON c.c_current_addr_sk = ca.ca_address_sk GROUP BY ca.ca_state) AS state_counts ORDER BY customer_count DESC;To just get the top state: SELECT ca.ca_state, COUNT(c.c_customer_sk) AS customer_count FROM customer c JOIN customer_address ca ON c.c_current_addr_sk = ca.ca_address_sk GROUP BY ca.ca_state ORDER BY customer_count DESC LIMIT 1",1
"How many customers are currently located in each state, and which state has the highest number of customers?",,"SELECT dummy_col, s.s_store_id, s.s_store_name, COUNT(*) AS return_count FROM catalog_returns cr JOIN store s ON cr.cr_store_sk = s.s_store_sk GROUP BY s.s_store_id, s.s_store_name ORDER BY return_count DESC",catalog_returns;store,,,hard,,0
"How many customers are currently located in each state, and which state has the highest number of customers?",,"SELECT dummy_col, ca.ca_state, COUNT(c.c_customer_sk) AS customer_count FROM customer c JOIN customer_address ca ON c.c_current_addr_sk = ca.ca_address_sk GROUP BY ca.ca_state ORDER BY customer_count DESC",customer;customer_address,,,hard,,0
What is the average hourly distribution of call center operations throughout the day?,"# Paraphrases of the Original Question

1. How are call center activities distributed, on average, across different hours of the day?

2. What does the typical hourly breakdown of call center workload look like throughout a day?

3. On average, how do call center operations vary from hour to hour during the course of a day?","SELECT t.t_hour, COUNT(*) as operation_count FROM time_dim t JOIN call_center cc ON t.t_time_sk = cc.cc_call_center_sk GROUP BY t.t_hour ORDER BY t.t_hour",call_center;time_dim,,"To analyze call center operation patterns throughout the day by hour, which helps in resource planning, staffing decisions, and identifying peak operational hours. This information can be used to optimize staff scheduling and improve service levels during high-volume periods.",medium,"We could also analyze this data by different time periods like morning/afternoon/evening by using t_am_pm or t_shift columns instead of t_hour;For a more detailed analysis, we could include additional dimensions like day of week or season, if such columns were available in the schema",1
What is the average hourly distribution of call center operations throughout the day?,,"SELECT SUM(ss_quantity) AS total_items_sold, SUM(sr_return_quantity) AS total_items_returned, ROUND(SUM(sr_return_quantity)*100.0/SUM(ss_quantity), 2) AS return_percentage FROM store_sales LEFT JOIN store_returns ON ss_item_sk = sr_item_sk AND ss_customer_sk = sr_customer_sk",store_returns;store_sales,,,hard,,0
What is the average hourly distribution of call center operations throughout the day?,,"SELECT dummy_col, t.t_hour, COUNT(*) as operation_count FROM time_dim t JOIN call_center cc ON t.t_time_sk = cc.cc_call_center_sk GROUP BY t.t_hour ORDER BY t.t_hour",call_center;time_dim,,,hard,,0
What is the distribution of online sales by hour of the day?,"# Paraphrases of ""What is the distribution of online sales by hour of the day?""

1. How are online sales distributed across different hours throughout the day?

2. What pattern emerges when analyzing online sales according to the time of day?

3. How do online sales figures vary from hour to hour during a 24-hour period?","SELECT t.t_hour, COUNT(*) as num_sales, SUM(ws_net_paid) as total_sales_amount FROM web_sales ws JOIN time_dim t ON ws.ws_sold_time_sk = t.t_time_sk GROUP BY t.t_hour ORDER BY t.t_hour",web_sales;time_dim,,"To understand the hourly sales patterns in online transactions, which can help optimize staffing, website infrastructure, marketing campaigns, and identify peak shopping hours for the e-commerce business.",medium,Could analyze hourly sales as a percentage of daily total to show relative importance of each hour;Could include additional dimensions like day of week to see if hourly patterns differ between weekdays and weekends,1
What is the distribution of online sales by hour of the day?,,"SELECT dummy_col, d1.d_year, d1.d_month, 
       SUM(ws_net_paid) AS total_web_sales, 
       SUM(wr_net_loss) AS total_web_returns
FROM web_sales 
JOIN date_dim d1 ON ws_sold_date_sk = d1.d_date_sk
LEFT JOIN web_returns ON ws_order_number = wr_order_number AND ws_item_sk = wr_item_sk
JOIN date_dim d2 ON wr_returned_date_sk = d2.d_date_sk
GROUP BY d1.d_year, d1.d_month
ORDER BY d1.d_year, d1.d_month;",web_sales;web_returns;date_dim,,,hard,,0
What is the distribution of online sales by hour of the day?,,"SELECT dummy_col, t.t_hour, COUNT(*) as num_sales, SUM(ws_net_paid) as total_sales_amount FROM web_sales ws JOIN time_dim t ON ws.ws_sold_time_sk = t.t_time_sk GROUP BY t.t_hour ORDER BY t.t_hour",web_sales;time_dim,,,hard,,0
What is the total inventory quantity on hand across all warehouses for the most recent date in our records?,"# Paraphrases of the Original Question

1. As of the latest recorded date, what's the sum of all inventory quantities stored across every warehouse?

2. For the most recent date available in our data, what is the combined total of inventory currently held in all warehouse locations?

3. What quantity of inventory do we have altogether across all warehouses, according to our most up-to-date records?","SELECT SUM(inv_quantity_on_hand) AS total_inventory
FROM inventory
WHERE inv_date_sk = (SELECT MAX(inv_date_sk) FROM inventory)",inventory,inventory.inv_date_sk;inventory.inv_quantity_on_hand,"To assess the current total inventory levels across all warehouse locations, providing management with an understanding of overall stock position on the most recent recorded date. This information is crucial for inventory management, financial reporting, and supply chain planning.",medium,"We could also calculate this by first grouping by warehouse and then summing those totals, or by filtering for a specific date if we know it rather than using a subquery to find the maximum date.",1
What is the total inventory quantity on hand across all warehouses for the most recent date in our records?,,"SELECT dummy_col, COUNT(*) AS total_returns
FROM web_returns wr
JOIN date_dim d ON wr.wr_returned_date_sk = d.d_date_sk
WHERE d.d_year = 2002 AND d.d_month = 12",web_returns;date_dim,,,hard,,0
What is the total inventory quantity on hand across all warehouses for the most recent date in our records?,,"SELECT dummy_col, SUM(inv_quantity_on_hand) AS total_inventory
FROM inventory
WHERE inv_date_sk = (SELECT MAX(inv_date_sk) FROM inventory)",inventory,inventory.inv_date_sk;inventory.inv_quantity_on_hand,,hard,,0
What is the total quantity of items returned through the web channel across all warehouses?,"# Paraphrases of the Original Question

1. Across all warehouses, what is the aggregate number of items that were returned via the web channel?

2. How many total items were sent back through online returns when considering all warehouse locations combined?

3. What's the sum of all products returned through internet channels, tallied across every warehouse facility?",SELECT SUM(i.inv_quantity_on_hand) AS total_returned_quantity FROM inventory i JOIN web_returns wr ON i.inv_item_sk = wr.wr_item_sk,web_returns;inventory,,"To analyze the total inventory impact of web-based returns. This helps operations teams understand the volume of returned merchandise that needs to be managed in warehouse inventory and can inform restocking, quality control, and inventory management strategies.",easy,"The query could be refined by adding date filters to analyze returns within specific time periods, or by grouping by warehouse to see distribution of returned items across different locations.",1
What is the total quantity of items returned through the web channel across all warehouses?,,"SELECT dummy_col, r.r_reason_desc, SUM(cs.cs_quantity) as total_quantity FROM catalog_sales cs JOIN reason r ON cs.cs_reason_sk = r.r_reason_sk GROUP BY r.r_reason_desc ORDER BY total_quantity DESC",catalog_sales;reason,,,hard,,0
What is the total quantity of items returned through the web channel across all warehouses?,,"SELECT dummy_col, SUM(i.inv_quantity_on_hand) AS total_returned_quantity FROM inventory i JOIN web_returns wr ON i.inv_item_sk = wr.wr_item_sk",web_returns;inventory,,,hard,,0
What is the average inventory quantity on hand across all warehouses?,,"SELECT dummy_col, cp_department, COUNT(*) AS page_count FROM catalog_page WHERE cp_start_date_sk <= (SELECT d_date_sk FROM date_dim WHERE d_date = '2002-06-30') AND (cp_end_date_sk IS NULL OR cp_end_date_sk >= (SELECT d_date_sk FROM date_dim WHERE d_date = '2002-01-01')) GROUP BY cp_department ORDER BY page_count DESC",date_dim;catalog_page,,,hard,,0
What are the upper and lower bounds for each income band?,"# Paraphrases of ""What are the upper and lower bounds for each income band?""

1. Could you specify the minimum and maximum thresholds for every income category?

2. What are the ceiling and floor amounts that define each income bracket?

3. For each income tier, what are the highest and lowest values that determine inclusion?","SELECT ib_income_band_sk, ib_lower_bound, ib_upper_bound FROM income_band ORDER BY ib_income_band_sk",income_band,income_band.ib_lower_bound;income_band.ib_upper_bound;income_band.ib_income_band_sk,"To understand the defined income segments in the system by examining the specific income ranges that each band covers. This information is essential for income-based customer segmentation, marketing analysis, and financial reporting.",easy,"SELECT * FROM income_band ORDER BY ib_lower_bound;SELECT ib_income_band_sk AS band_id, ib_lower_bound AS min_income, ib_upper_bound AS max_income FROM income_band",1
What are the upper and lower bounds for each income band?,,"SELECT ca_city, COUNT(*) as address_count FROM customer_address GROUP BY ca_city ORDER BY address_count DESC LIMIT 5",customer_address,customer_address.ca_city,,medium,,0
What are the upper and lower bounds for each income band?,,"SELECT dummy_col, ib_income_band_sk, ib_lower_bound, ib_upper_bound FROM income_band ORDER BY ib_income_band_sk",income_band,income_band.ib_lower_bound;income_band.ib_upper_bound;income_band.ib_income_band_sk,,easy,,0
What's the total number of returns processed by each warehouse?,"# Paraphrases of ""What's the total number of returns processed by each warehouse?""

1. How many returns did each warehouse process in total?

2. Could you provide the cumulative count of returned items handled by individual warehouses?

3. For each warehouse facility, what is the aggregate number of returns that have been processed?","SELECT w.w_warehouse_name, COUNT(*) as return_count FROM catalog_returns cr JOIN warehouse w ON cr.cr_warehouse_sk = w.w_warehouse_sk GROUP BY w.w_warehouse_name ORDER BY return_count DESC",catalog_returns;warehouse,,"To analyze the distribution of return processing workload across different warehouse facilities, which can help in resource allocation, staffing decisions, and identifying warehouses that may be handling an unusually high or low volume of returns.",easy,"We could add time dimensions to see return counts by warehouse over different time periods, or include product categories to see what types of products each warehouse processes most frequently.",1
What's the total number of returns processed by each warehouse?,,"SELECT ca.ca_state, COUNT(*) as sale_count FROM store_sales ss JOIN customer_address ca ON ss.ss_customer_sk = ca.ca_address_sk GROUP BY ca.ca_state ORDER BY sale_count DESC LIMIT 1;",store_sales;customer_address,,,hard,,0
What's the total number of returns processed by each warehouse?,,"SELECT dummy_col, w.w_warehouse_name, COUNT(*) as return_count FROM catalog_returns cr JOIN warehouse w ON cr.cr_warehouse_sk = w.w_warehouse_sk GROUP BY w.w_warehouse_name ORDER BY return_count DESC",catalog_returns;warehouse,,,hard,,0
How many web pages were created in each month of the year 2000?,"# Paraphrases of the Original Question

1. For each month during the year 2000, what was the total number of web pages created?

2. What is the monthly breakdown of web page creation throughout 2000?

3. In the year 2000, how many new web pages were developed during each individual month?","SELECT d.d_month, COUNT(wp.wp_web_page_sk) AS page_count 
FROM web_page wp 
JOIN date_dim d ON wp.wp_creation_date_sk = d.d_date_sk 
WHERE d.d_year = 2000 
GROUP BY d.d_month 
ORDER BY d.d_month",web_page;date_dim,,"To analyze the web page creation pattern throughout 2000, providing insight into content development trends by month. This helps understand when web content creation was most active during that year and could inform future content scheduling strategies.",medium,Could also use d_month_seq instead of d_month for chronological ordering;Could include additional metrics like average page size by joining with other columns from web_page table,1
How many web pages were created in each month of the year 2000?,,"SELECT ib.ib_income_band_sk, ib.ib_lower_bound, ib.ib_upper_bound, COUNT(c.c_customer_sk) AS customer_count FROM income_band ib LEFT JOIN customer c ON c.c_income_band_id = ib.ib_income_band_sk GROUP BY ib.ib_income_band_sk, ib.ib_lower_bound, ib.ib_upper_bound ORDER BY ib.ib_lower_bound;",income_band;customer,,,hard,,0
How many web pages were created in each month of the year 2000?,,"SELECT dummy_col, d.d_month, COUNT(wp.wp_web_page_sk) AS page_count 
FROM web_page wp 
JOIN date_dim d ON wp.wp_creation_date_sk = d.d_date_sk 
WHERE d.d_year = 2000 
GROUP BY d.d_month 
ORDER BY d.d_month",web_page;date_dim,,,hard,,0
"Which item categories have products with the highest current prices, and what are those prices?","# Paraphrases of the Original Question

1) What product groups contain the most expensive items, and how much do these items cost currently?

2) In which merchandise classifications can we find the priciest products, and what are their current price points?

3) What are the maximum current prices across different product categories, and which categories contain these high-priced items?","SELECT i_category, MAX(i_current_price) AS max_price
FROM item
GROUP BY i_category
ORDER BY max_price DESC",item,item.i_current_price;item.i_category,"To identify which product categories contain the most premium-priced items, helping the business understand their high-value product segments for pricing strategy, premium market positioning, or potential profit margin analysis.",easy,Could be expanded to include the specific item names that have these maximum prices by using a window function or subquery;Could limit results to top N categories by adding a LIMIT clause to focus on the most valuable segments,1
"Which item categories have products with the highest current prices, and what are those prices?",,"SELECT s_state, SUM(cs_net_paid) as total_revenue FROM catalog_sales JOIN store ON cs_bill_customer_sk = s_store_sk GROUP BY s_state ORDER BY total_revenue DESC",catalog_sales;store,,,hard,,0
"Which item categories have products with the highest current prices, and what are those prices?",,"SELECT dummy_col, i_category, MAX(i_current_price) AS max_price
FROM item
GROUP BY i_category
ORDER BY max_price DESC",item,item.i_current_price;item.i_category,,medium,,0
Which shipping carriers are used by our business?,"# Paraphrases of ""Which shipping carriers are used by our business?""

1. What transportation companies does our organization employ for deliveries?

2. Which logistics providers does our company currently utilize for shipping products?

3. What delivery services are contracted by our firm to transport our shipments?",SELECT DISTINCT sm_carrier FROM ship_mode;,ship_mode,ship_mode.sm_carrier,"To identify all unique shipping carriers or logistics providers the business works with, which helps in analyzing vendor relationships and shipping options available to customers.",easy,SELECT sm_carrier FROM ship_mode GROUP BY sm_carrier;;SELECT sm_carrier FROM ship_mode ORDER BY sm_carrier;,1
Which shipping carriers are used by our business?,,SELECT COUNT(*) FROM call_center JOIN date_dim ON cc_closed_date_sk = d_date_sk WHERE d_year < 2005 AND cc_closed_date_sk IS NOT NULL,date_dim;call_center,,,hard,,0
Which shipping carriers are used by our business?,,"SELECT DISTINCT dummy_col, sm_carrier FROM ship_mode;",ship_mode,ship_mode.sm_carrier,,easy,,0
What are all the distinct reasons stored in the reason table?,"# Paraphrasing the Question

1. Can you list all the unique reasons that exist in the reason table?

2. Please provide all the different reason entries contained in the reason table, without duplicates.

3. What is the complete set of distinct reason values that can be found in the reason table?","SELECT r_reason_id, r_reason_desc FROM reason ORDER BY r_reason_id;",reason,reason.r_reason_id;reason.r_reason_desc,"To retrieve a comprehensive list of all distinct reason codes and their descriptions for reference purposes. This information is useful for reporting, data validation, and understanding the categorization system used across the business.",easy,"SELECT * FROM reason ORDER BY r_reason_sk;;SELECT r_reason_sk, r_reason_id, r_reason_desc FROM reason;",1
What are all the distinct reasons stored in the reason table?,,"SELECT DISTINCT dummy_col, ib.ib_income_band_sk, ib.ib_lower_bound, ib.ib_upper_bound FROM income_band ib JOIN web_site ws ON ws.web_rec_end_date IS NULL OR ws.web_rec_end_date > CURRENT_DATE",income_band;web_site,,,hard,,0
What are all the distinct reasons stored in the reason table?,,"SELECT dummy_col, r_reason_id, r_reason_desc FROM reason ORDER BY r_reason_id;",reason,reason.r_reason_id;reason.r_reason_desc,,easy,,0
What are the top 5 dates with the highest catalog sales shipping volume in 2022?,"# Paraphrases of the Original Question

1. In 2022, which five dates recorded the greatest volume of catalog sales shipments?

2. During the 2022 calendar year, on which five days did shipping volume for catalog sales reach its highest levels?

3. Looking at catalog sales shipping data from 2022, which five specific dates had the most volume?","SELECT d.d_date, COUNT(*) as shipping_volume FROM catalog_sales cs JOIN date_dim d ON cs.cs_ship_date_sk = d.d_date_sk WHERE d.d_year = 2022 GROUP BY d.d_date ORDER BY shipping_volume DESC LIMIT 5",catalog_sales;date_dim,,"To identify peak shipping days in 2022 to help optimize warehouse staffing, logistics planning, and inventory management based on historical shipping patterns.",medium,"We could measure shipping volume by quantity shipped (cs_quantity) instead of order count, or analyze by month instead of specific dates to identify seasonal patterns",1
What are the top 5 dates with the highest catalog sales shipping volume in 2022?,,"SELECT dummy_col, AVG(inv_quantity_on_hand) AS avg_quantity FROM inventory;",inventory,inventory.inv_quantity_on_hand,,easy,,0
What are the top 5 dates with the highest catalog sales shipping volume in 2022?,,"SELECT dummy_col, d.d_date, COUNT(*) as shipping_volume FROM catalog_sales cs JOIN date_dim d ON cs.cs_ship_date_sk = d.d_date_sk WHERE d.d_year = 2022 GROUP BY d.d_date ORDER BY shipping_volume DESC LIMIT 5",catalog_sales;date_dim,,,hard,,0
What is the distribution of vehicle counts across all household demographics?,"# Paraphrases of the Original Question

1. How are car ownership numbers spread across different household demographic categories?

2. Across various demographic groups of households, what pattern can we observe in the number of vehicles owned?

3. What is the breakdown of automobile possession quantities when examining all types of household demographic classifications?","SELECT hd_vehicle_count, COUNT(*) as household_count FROM household_demographics GROUP BY hd_vehicle_count ORDER BY hd_vehicle_count",household_demographics,household_demographics.hd_vehicle_count,"To analyze the distribution of vehicle ownership across households, which helps in understanding transportation asset patterns within different demographic segments. This information can be valuable for marketing strategies targeting households based on their vehicle ownership status.",easy,We could also cross-reference this with income bands by including hd_income_band_sk in the analysis to see if there's a correlation between income level and vehicle ownership.,1
What is the distribution of vehicle counts across all household demographics?,,"SELECT d.d_month, SUM(cr.cr_return_amount) as total_returns
FROM catalog_returns cr
JOIN date_dim d ON cr.cr_returned_date_sk = d.d_date_sk
WHERE d.d_year = 2002
GROUP BY d.d_month
ORDER BY d.d_month",catalog_returns;date_dim,,,hard,,0
What is the distribution of vehicle counts across all household demographics?,,"SELECT dummy_col, hd_vehicle_count, COUNT(*) as household_count FROM household_demographics GROUP BY hd_vehicle_count ORDER BY hd_vehicle_count",household_demographics,household_demographics.hd_vehicle_count,,medium,,0
What are the three most common reasons for web sales?,"# Paraphrases of ""What are the three most common reasons for web sales?""

1. What are the top three factors that typically drive online sales?

2. Which three reasons most frequently contribute to sales on websites?

3. What are the three primary motivations behind purchases made on the internet?","SELECT r.r_reason_desc, COUNT(*) as count FROM web_sales ws JOIN reason r ON ws.ws_web_site_sk = r.r_reason_sk GROUP BY r.r_reason_desc ORDER BY count DESC LIMIT 3",web_sales;reason,,"To identify the most common reasons associated with web sales, which can help the business understand customer motivations and potentially improve marketing strategies or address common issues in the sales process.",easy,We could analyze reasons by sales volume (sum of sales amount) rather than count of transactions to see which reasons drive the most revenue.,1
What are the three most common reasons for web sales?,,"SELECT dummy_col, cd_gender, SUM(sr_return_amt) as total_return_amount FROM store_returns JOIN customer_demographics ON sr_cdemo_sk = cd_demo_sk GROUP BY cd_gender ORDER BY total_return_amount DESC",store_returns;customer_demographics,,,hard,,0
What are the three most common reasons for web sales?,,"SELECT dummy_col, r.r_reason_desc, COUNT(*) as count FROM web_sales ws JOIN reason r ON ws.ws_web_site_sk = r.r_reason_sk GROUP BY r.r_reason_desc ORDER BY count DESC LIMIT 3",web_sales;reason,,,hard,,0
What is the total square footage of all warehouses?,,"SELECT p_promo_id, p_promo_name, p_cost, p_end_date_sk 
FROM promotion 
WHERE p_cost > 1000 
ORDER BY p_end_date_sk DESC 
LIMIT 5;",promotion,promotion.p_end_date_sk;promotion.p_promo_id;promotion.p_cost;promotion.p_promo_name,,easy,,0
What is the total number of returns by day of the week for the year 2002?,"# Paraphrases of the Original Question

1. For the year 2002, how many returns occurred on each day of the week in total?

2. Can you provide a breakdown of the total return count by weekday for 2002?

3. When looking at all returns in 2002, what were the total figures for each day of the week?","SELECT d_day_name, COUNT(*) as return_count FROM catalog_returns cr JOIN date_dim d ON cr.cr_returned_date_sk = d.d_date_sk WHERE d.d_year = 2002 GROUP BY d_day_name ORDER BY return_count DESC",catalog_returns;date_dim,,"To analyze return patterns by day of the week in order to identify which days have higher return volumes. This information can help with staffing decisions, return processing resource allocation, and understanding customer return behavior patterns throughout the week.",medium,Could also analyze returns by day of week and quarter to see if patterns change throughout the year;Could compare return counts by day of week across multiple years to identify trends or changes in customer behavior,1
